,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
18024,NBN,Return on Invested Capital,,0.049,0.075,0.0957,0.0788,0.1168,0.2992,0.1584,0.0774,0.0721,
18025,NBN,Return on Capital Employed,0.0216,0.0361,0.0559,0.0621,0.0534,0.0417,0.1782,0.0425,0.0483,0.0697,
18026,NBN,Return on Tangible Assets,,0.0044,0.0063,0.0077,0.0082,0.0128,0.0313,0.0164,0.0106,0.0103,
18027,NBN,Income Quality Ratio,-0.2437,0.6686,2.7547,1.2034,1.3522,0.7172,0.1166,0.7233,1.3603,0.044,
18028,NBN,Net Income per EBT,0.6413,0.6499,0.6127,0.6969,0.7078,0.6832,0.7073,0.685,0.6776,0.6608,
18029,NBN,Free Cash Flow to Operating Cash Flow Ratio,1.7149,0.7664,0.9796,0.9496,0.9842,0.9292,0.8484,0.9654,0.959,0.0433,
18030,NBN,EBT to EBIT Ratio,0.6067,0.5988,0.6661,0.6483,0.5014,0.6403,0.9016,0.9233,0.5277,0.4463,
18031,NBN,EBIT to Revenue,0.4269,0.4276,0.542,0.6066,0.5881,0.6829,0.8254,0.6369,1.0169,0.7485,
18032,NBR,Gross Margin,0.1696,0.1352,0.0053,0.0013,0.0699,0.0782,-0.0247,0.0185,0.1216,0.1897,
18033,NBR,Operating Margin,0.0296,-0.0087,-0.2514,-0.1139,-0.0397,-0.3222,-0.5492,-0.4683,-0.2818,0.0898,
18034,NBR,Net Profit Margin,-0.0983,-0.0964,-0.4622,-0.2132,-0.2096,-0.2236,-0.3575,-0.2695,-0.1158,-0.0167,
18035,NBR,Interest Coverage Ratio,7.568,5.1494,1.681,2.472,3.2818,-0.5108,-1.5434,-1.4663,-0.4653,4.9392,
18036,NBR,Income Before Tax Profit Margin,-0.0889,-0.1106,-0.5378,-0.2262,-0.1697,-0.1935,-0.3306,-0.2419,-0.0926,0.043,
18037,NBR,Effective Tax Rate,-0.1036,0.2293,0.1559,0.143,-0.1528,-0.1555,-0.0812,-0.114,-0.2505,0.6135,
18038,NBR,Return on Assets,,-0.0348,-0.1162,-0.0659,-0.0789,-0.0931,-0.1244,-0.0986,-0.0599,-0.01,
18039,NBR,Return on Equity,,-0.0809,-0.2728,-0.1709,-0.2035,-0.2417,-0.3654,-0.3515,-0.2355,-0.0403,
18040,NBR,Return on Invested Capital,,-0.0352,-0.1324,-0.0683,-0.0796,-0.1005,-0.1413,-0.115,-0.073,-0.0122,
18041,NBR,Return on Capital Employed,-0.0415,-0.0338,-0.14,-0.0544,-0.0476,-0.063,-0.1001,-0.0633,-0.0164,0.0527,
18042,NBR,Return on Tangible Assets,,-0.0221,-0.0729,-0.0403,-0.0482,-0.0572,-0.0749,-0.0573,-0.0343,-0.0057,
18043,NBR,Income Quality Ratio,-2.6626,-2.3008,-0.5166,-0.1161,-0.5317,-1.0059,-0.4585,-0.7886,-1.6311,12.7818,
18044,NBR,Net Income per EBT,1.1034,0.7917,0.8464,0.8683,1.1411,1.1555,1.0812,1.114,1.2505,-1.7342,
18045,NBR,Free Cash Flow to Operating Cash Flow Ratio,-0.0221,-0.0123,0.2565,-8.154,-0.4088,0.3752,0.441,0.4458,0.2547,0.1521,
18046,NBR,EBT to EBIT Ratio,1.4157,1.63,1.1797,1.5478,1.6789,1.5312,1.4131,1.5416,3.6243,0.1352,
18047,NBR,EBIT to Revenue,-0.0629,-0.0747,-0.4629,-0.1587,-0.1094,-0.1264,-0.234,-0.1569,-0.0255,0.0713,
18048,NBTB,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,
18049,NBTB,Operating Margin,0.3161,0.3202,0.3154,0.3204,0.4121,0.3443,0.2902,0.4199,0.4233,-0.0264,
18050,NBTB,Net Profit Margin,0.2113,0.2098,0.2081,0.2054,0.2641,0.2681,0.2276,0.3254,0.2951,0.1786,
18051,NBTB,Interest Coverage Ratio,5.0575,5.8931,5.8541,5.4479,4.8918,3.1395,4.7122,11.6957,10.8362,0.1249,
18052,NBTB,Income Before Tax Profit Margin,0.3161,0.3202,0.3154,0.3204,0.3215,0.3443,0.2902,0.4199,0.3808,0.2308,
18053,NBTB,Effective Tax Rate,0.3315,0.3447,0.34,0.359,0.1784,0.2214,0.2156,0.225,0.2251,0.226,
18054,NBTB,Return on Assets,,0.0095,0.0092,0.0091,0.012,0.0126,0.0101,0.0135,0.0128,0.0095,
18055,NBTB,Return on Equity,,0.0875,0.0873,0.0878,0.1139,0.1132,0.0905,0.1271,0.1254,0.0914,
18056,NBTB,Return on Invested Capital,,0.0772,0.0699,0.0667,0.0793,0.0834,0.0858,0.1284,0.1145,0.0862,
18057,NBTB,Return on Capital Employed,0.0181,0.0176,0.0173,0.0183,0.0202,0.0233,0.0154,0.0184,0.0195,0.0231,
18058,NBTB,Return on Tangible Assets,,0.005,0.0048,0.0048,0.0064,0.0066,0.0054,0.0071,0.0067,0.005,
18059,NBTB,Income Quality Ratio,1.1697,1.6296,1.3967,1.6665,1.3128,1.2681,1.3643,1.0178,1.2055,1.3424,
18060,NBTB,Net Income per EBT,0.6685,0.6553,0.66,0.641,0.8216,0.7786,0.7844,0.775,0.7749,0.774,
18061,NBTB,Free Cash Flow to Operating Cash Flow Ratio,0.8975,0.9342,0.9698,0.9511,0.9499,0.9567,0.9427,0.9509,0.9617,0.942,
18062,NBTB,EBT to EBIT Ratio,0.8288,0.8498,0.8407,0.8318,0.7801,0.7352,0.8032,0.9141,0.8996,0.8019,
18063,NBTB,EBIT to Revenue,0.3814,0.3767,0.3751,0.3852,0.4121,0.4683,0.3613,0.4594,0.4233,0.2878,
18064,NC,Gross Margin,0.2064,0.196,0.2404,0.1615,0.2214,0.2208,0.1321,0.2265,0.2807,0.054,
18065,NC,Operating Margin,-0.0739,0.0348,0.0487,0.3132,0.3222,0.2753,0.175,0.2888,0.2895,-0.2515,
18066,NC,Net Profit Margin,-0.0425,0.024,0.0346,0.2895,0.257,0.2811,0.1152,0.2509,0.3068,-0.1843,
18067,NC,Interest Coverage Ratio,-8.3279,5.1724,9.6214,13.2503,29.1827,63.1422,29.9778,45.6632,47.5919,-10.0146,
18068,NC,Income Before Tax Profit Margin,-0.0854,0.0271,0.0402,0.2777,0.3115,0.3078,0.111,0.2963,0.3629,-0.2987,
18069,NC,Effective Tax Rate,0.5022,0.1135,0.1411,0.022,0.175,0.0868,-0.0375,0.1535,0.1546,0.383,
18070,NC,Return on Assets,,0.0308,0.0447,0.0574,0.0908,0.0965,0.0321,0.0979,0.1379,-0.068,
18071,NC,Return on Equity,,0.1066,0.1405,0.138,0.148,0.1468,0.0501,0.1475,0.1904,-0.0978,
18072,NC,Return on Invested Capital,,0.0705,0.1015,0.117,0.146,0.1521,0.0589,0.1451,0.1916,-0.0751,
18073,NC,Return on Capital Employed,-0.1338,0.0684,0.09,0.1026,0.1319,0.1156,0.0368,0.127,0.1714,-0.1173,
18074,NC,Return on Tangible Assets,,0.0172,0.0254,0.0342,0.0607,0.0671,0.0223,0.0697,0.1036,-0.051,
18075,NC,Income Quality Ratio,-0.5194,4.9128,3.1727,1.4512,1.5703,1.3319,-0.1681,1.5558,0.9134,-1.3765,
18076,NC,Net Income per EBT,0.4978,0.8865,0.8589,0.9794,0.825,0.9132,1.0375,0.8465,0.8454,0.617,
18077,NC,Free Cash Flow to Operating Cash Flow Ratio,-1.9042,0.9017,0.8279,0.6198,0.6168,0.5327,13.1428,0.4761,0.3722,-0.5071,
18078,NC,EBT to EBIT Ratio,1.1096,0.7817,0.8583,0.9,0.9548,0.9803,0.9133,0.9707,0.9773,1.0399,
18079,NC,EBIT to Revenue,-0.0769,0.0346,0.0469,0.3285,0.3262,0.314,0.1216,0.3053,0.3713,-0.2872,
18080,NCMI,Gross Margin,0.933,0.931,0.933,0.924,0.9153,0.9139,0.8861,0.8394,0.8909,0.3608,
18081,NCMI,Operating Margin,0.385,0.3315,0.3865,0.3612,0.3496,0.3626,-0.656,-0.5986,0.0538,-0.1653,
18082,NCMI,Net Profit Margin,0.034,0.0345,0.0567,0.0038,0.0675,0.1949,-1.3971,-0.9904,-0.1148,4.2688,
18083,NCMI,Interest Coverage Ratio,2.7396,2.7179,3.0751,3.0063,3.5054,3.4707,-0.3943,-0.5123,0.5634,-0.0645,
18084,NCMI,Income Before Tax Profit Margin,0.1916,0.1825,0.2149,0.4349,0.2349,0.2228,0.3971,-1.0332,-0.2657,4.2173,
18085,NCMI,Effective Tax Rate,0.1311,0.2184,0.0956,0.6881,0.2266,0.1251,4.5181,0.0414,0.568,-0.0122,
18086,NCMI,Return on Assets,,0.0148,0.0237,0.0013,0.0231,0.0763,-0.1253,-0.1332,-0.0355,1.037,
18087,NCMI,Return on Equity,,0.5662,0.41,0.0091,0.1243,0.5308,-3.4603,0.7457,0.0812,-47.8102,
18088,NCMI,Return on Invested Capital,,0.1598,0.1488,0.1343,0.143,0.1289,-0.0919,-0.1047,-0.0252,1.2743,
18089,NCMI,Return on Capital Employed,0.1024,0.1037,0.1094,0.1455,0.1054,0.1555,0.1097,-0.0717,-0.0329,1.4227,
18090,NCMI,Return on Tangible Assets,,0.0055,0.0088,0.0005,0.0094,0.0285,-0.0444,-0.0429,-0.0108,0.3761,
18091,NCMI,Income Quality Ratio,1.7973,1.6531,1.5345,2.3663,1.8741,1.6563,-0.4378,0.8041,0.7145,-0.0112,
18092,NCMI,Net Income per EBT,0.5751,0.4639,0.7341,0.0124,0.5591,0.8749,-3.5181,0.9586,0.432,1.0122,
18093,NCMI,Free Cash Flow to Operating Cash Flow Ratio,0.9008,0.8547,0.8861,0.9014,0.9049,0.9025,0.8553,1.0599,1.0613,1.4177,
18094,NCMI,EBT to EBIT Ratio,0.2575,0.3337,0.3376,0.6696,0.4903,0.6308,0.3915,2.209,-4.9037,0.9615,
18095,NCMI,EBIT to Revenue,0.2297,0.2228,0.229,0.4525,0.2463,0.3532,1.0144,-0.4677,0.0542,4.3862,
18096,NE,Gross Margin,0.3225,0.4229,0.4244,0.0355,-0.0653,0.09,-0.0265,-0.0086,0.216,0.2873,
18097,NE,Operating Margin,0.2895,0.3999,0.3985,-0.0218,-0.1329,0.0373,-0.1428,-0.0891,0.1618,0.2377,
18098,NE,Net Profit Margin,0.0026,0.1491,-0.3486,-0.4128,-0.8174,-0.5367,-4.1259,0.4154,0.1195,0.1861,
18099,NE,Interest Coverage Ratio,9.9895,9.2354,7.5081,1.7835,1.1511,1.7497,1.4358,1.0833,8.7929,15.5005,
18100,NE,Income Before Tax Profit Margin,0.0091,0.2215,-0.3626,-0.3595,-1.1425,-0.6964,-4.3959,0.4199,0.1354,0.1979,
18101,NE,Effective Tax Rate,3.6196,0.2145,0.1129,-0.0948,0.0862,0.0424,0.0614,0.0106,0.1178,0.0592,
18102,NE,Return on Assets,,0.0382,-0.0765,-0.0465,-0.0882,-0.0798,-0.6341,0.1112,0.0462,0.0897,
18103,NE,Return on Equity,,0.068,-0.1339,-0.0832,-0.1669,-0.1685,-2.3769,0.5923,0.0662,0.128,
18104,NE,Return on Invested Capital,,0.0678,-0.0777,-0.0442,-0.0926,-0.0872,-1.1006,0.4988,0.0563,0.1318,
18105,NE,Return on Capital Employed,0.0215,0.0727,-0.0755,-0.0178,-0.078,-0.0592,-1.0071,0.2126,0.0513,0.1174,
18106,NE,Return on Tangible Assets,,0.0266,-0.0535,-0.0322,-0.06,-0.0523,-0.3658,0.061,0.0352,0.0688,
18107,NE,Income Quality Ratio,-11.6979,3.5262,-1.2138,-0.8813,-0.1942,-0.2681,-0.0687,0.0175,1.6631,1.1918,
18108,NE,Net Income per EBT,0.0737,0.7584,0.8949,1.09,0.8925,0.9479,0.9386,0.9894,0.8822,0.9408,
18109,NE,Free Cash Flow to Operating Cash Flow Ratio,-0.1862,0.752,0.3843,0.652,-0.1334,-0.4391,0.455,-26.406,0.3796,0.2869,
18110,NE,EBT to EBIT Ratio,0.4239,0.755,1.2732,2.6053,1.4288,1.6079,1.0404,0.9176,0.8176,0.8965,
18111,NE,EBIT to Revenue,0.084,0.2604,-0.3059,-0.1454,-0.641,-0.3521,-4.2252,0.4576,0.1657,0.2207,
18112,NECB,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0022,
18113,NECB,Operating Margin,0.3223,0.3782,0.2848,0.3694,0.3408,0.3043,0.3755,0.3412,0.6311,0.9102,
18114,NECB,Net Profit Margin,0.0923,0.1167,0.166,0.2038,0.2608,0.2307,0.2966,0.2608,0.3795,0.3406,
18115,NECB,Interest Coverage Ratio,1.9405,2.0501,inf,inf,inf,24.2275,1.6716,3.2721,5.2364,3.5379,
18116,NECB,Income Before Tax Profit Margin,0.1351,0.1762,0.269,0.3678,0.3365,0.3015,0.3755,0.3412,0.526,0.4765,
18117,NECB,Effective Tax Rate,0.3168,0.3377,0.3828,0.4459,0.2251,0.2349,0.2102,0.2356,0.2784,0.2852,
18118,NECB,Return on Assets,,0.0042,0.0076,0.0104,0.0154,0.0142,0.0128,0.0109,0.0187,0.029,
18119,NECB,Return on Equity,,0.0224,0.0469,0.0711,0.1057,0.0953,0.0833,0.0588,0.0968,0.171,
18120,NECB,Return on Invested Capital,,0.0197,0.0328,0.0479,0.0689,0.0725,0.0762,0.0606,0.1116,0.1574,
18121,NECB,Return on Capital Employed,0.0116,0.0129,0.0153,0.0415,0.0517,0.0504,0.059,0.0269,0.0302,0.1398,
18122,NECB,Return on Tangible Assets,,0.0023,0.0041,0.0056,0.0082,0.0076,0.0089,0.0106,0.0129,0.0159,
18123,NECB,Income Quality Ratio,2.6217,1.1917,1.0806,1.087,0.9691,1.1073,1.2704,1.8107,1.1085,0.9256,
18124,NECB,Net Income per EBT,0.6832,0.6623,0.6172,0.5541,0.7749,0.7651,0.7898,0.7644,0.7216,0.7148,
18125,NECB,Free Cash Flow to Operating Cash Flow Ratio,0.96,0.607,0.4124,0.8472,0.7508,0.7181,0.9194,0.7007,0.88,0.9854,
18126,NECB,EBT to EBIT Ratio,0.419,0.4659,1.0,1.0,1.0,0.958,0.6101,0.7533,0.809,0.6472,
18127,NECB,EBIT to Revenue,0.3223,0.3782,0.269,0.3678,0.3365,0.3147,0.6155,0.4529,0.6501,0.7363,
18128,NEO,Gross Margin,0.4676,0.4384,0.4522,0.4652,0.4599,0.4815,0.4183,0.3862,0.3686,0.4134,
18129,NEO,Operating Margin,0.0255,-0.0565,0.0105,0.0131,0.0363,0.0205,-0.0048,-0.0206,-0.3004,-0.1821,
18130,NEO,Net Profit Margin,0.013,-0.0254,-0.0234,-0.0033,0.0095,0.0196,0.0094,-0.0172,-0.283,-0.1487,
18131,NEO,Interest Coverage Ratio,8.4586,1.7646,2.5788,4.6883,5.0998,11.9262,5.6643,10.247,-49.0717,-5.0895,
18132,NEO,Income Before Tax Profit Margin,0.0148,-0.045,-0.0304,-0.0135,0.0138,0.0089,-0.0316,-0.0311,-0.3126,-0.1641,
18133,NEO,Effective Tax Rate,0.1218,0.4353,0.2291,0.757,0.3096,-1.1964,1.2968,0.4463,0.0947,0.094,
18134,NEO,Return on Assets,,-0.0113,-0.0162,-0.0025,0.0062,0.0132,0.0049,-0.0058,-0.0799,-0.0514,
18135,NEO,Return on Equity,,-0.017,-0.027,-0.0043,0.01,0.0193,0.0069,-0.0093,-0.137,-0.0907,
18136,NEO,Return on Invested Capital,,-0.0134,-0.019,-0.0028,0.0071,0.0149,0.0054,-0.0063,-0.0866,-0.0556,
18137,NEO,Return on Capital Employed,0.0334,-0.0111,0.0093,0.0067,0.0226,0.0114,-0.0077,-0.0056,-0.0957,-0.0569,
18138,NEO,Return on Tangible Assets,,-0.0073,-0.01,-0.0015,0.0038,0.0086,0.0034,-0.0037,-0.0484,-0.031,
18139,NEO,Income Quality Ratio,8.3481,-2.5219,-3.7528,-21.3203,16.9644,2.9189,0.35,3.2015,0.4575,0.0222,
18140,NEO,Net Income per EBT,0.8782,0.5647,0.7709,0.243,0.6904,2.1964,-0.2968,0.5537,0.9053,0.906,
18141,NEO,Free Cash Flow to Operating Cash Flow Ratio,0.6008,0.6535,0.6491,0.241,0.6805,0.1429,-18.9288,3.4003,1.4681,15.722,
18142,NEO,EBT to EBIT Ratio,0.5812,1.2349,-2.8842,-1.6906,0.3803,0.4954,1.9974,1.5086,1.0095,1.0766,
18143,NEO,EBIT to Revenue,0.0255,-0.0364,0.0105,0.008,0.0363,0.018,-0.0158,-0.0206,-0.3096,-0.1524,
18144,NEOG,Gross Margin,0.4955,0.4935,0.4764,0.4756,0.473,0.4634,0.4694,0.4591,0.461,0.4936,0.5006
18145,NEOG,Operating Margin,0.1754,0.1876,0.1755,0.1796,0.1745,0.1219,0.1175,0.1134,0.0662,0.0456,0.0838
18146,NEOG,Net Profit Margin,0.1138,0.1184,0.1138,0.1211,0.157,0.1453,0.1422,0.13,0.0916,-0.0278,-0.0102
18147,NEOG,Interest Coverage Ratio,inf,inf,inf,inf,inf,-3.0279,inf,950.8846,46.2652,2.2496,2.7067
18148,NEOG,Income Before Tax Profit Margin,0.1739,0.184,0.1728,0.1844,0.1826,0.1762,0.1729,0.1607,0.1142,-0.0268,-0.0155
18149,NEOG,Effective Tax Rate,0.3486,0.3553,0.3418,0.3405,0.1395,0.1752,0.1774,0.1911,0.1977,-0.0376,0.3414
18150,NEOG,Return on Assets,,0.0909,0.0867,0.0894,0.1102,0.0916,0.0797,0.0709,0.0505,-0.0082,-0.0021
18151,NEOG,Return on Equity,,0.102,0.0968,0.1,0.1224,0.1005,0.0873,0.0778,0.0559,-0.0114,-0.003
18152,NEOG,Return on Invested Capital,,0.102,0.0968,0.1,0.1224,0.1005,0.0872,0.0777,0.0356,-0.0077,-0.0023
18153,NEOG,Return on Capital Employed,0.1347,0.1419,0.1313,0.135,0.1267,0.0768,0.0966,0.0869,0.0672,0.0077,0.0133
18154,NEOG,Return on Tangible Assets,,0.0736,0.0705,0.0723,0.0902,0.0768,0.0677,0.06,0.042,-0.0052,-0.0012
18155,NEOG,Income Quality Ratio,0.773,1.3043,0.967,1.3707,1.0936,1.0609,1.4439,1.3319,1.4085,-1.794,-3.686
18156,NEOG,Net Income per EBT,0.6524,0.6444,0.6583,0.6586,0.8603,0.8248,0.8226,0.8089,0.8023,1.0376,0.6586
18157,NEOG,Free Cash Flow to Operating Cash Flow Ratio,0.4673,0.7803,0.5975,0.7581,0.697,0.7704,0.7199,0.6706,0.641,-0.6027,-2.2086
18158,NEOG,EBT to EBIT Ratio,1.0,1.0,1.0,1.0,1.0,1.4456,1.0,0.999,0.9794,-0.6498,-0.2421
18159,NEOG,EBIT to Revenue,0.1744,0.1838,0.1729,0.1839,0.1825,0.1219,0.1729,0.1608,0.1166,0.0412,0.0639
18160,NEWT,Gross Margin,0.4854,0.7955,0.7628,0.748,0.7286,0.8389,0.7507,0.7983,0.8081,0.76,
18161,NEWT,Operating Margin,0.1108,-0.009,-0.0128,0.0115,0.1095,0.1613,0.4352,0.5784,0.619,0.0114,
18162,NEWT,Net Profit Margin,0.0305,0.573,0.4252,0.5091,0.4592,0.4633,0.4485,0.5694,0.3072,0.1792,
18163,NEWT,Interest Coverage Ratio,inf,-0.0366,4.0114,3.5704,3.0155,4.0441,4.7345,6.8336,5.986,2.3397,
18164,NEWT,Income Before Tax Profit Margin,0.0616,0.5867,0.505,0.5376,0.4731,0.4989,0.4352,0.5784,0.3687,0.4429,
18165,NEWT,Effective Tax Rate,0.515,0.0234,0.1581,0.0529,0.0293,0.0714,-0.0306,0.0155,0.1667,0.9743,
18166,NEWT,Return on Assets,,0.1087,0.0721,0.0846,0.0608,0.0567,0.041,0.0887,0.0314,0.0373,
18167,NEWT,Return on Equity,,0.193,0.0973,0.0938,0.0672,0.0624,0.0455,0.1163,0.0432,0.0459,
18168,NEWT,Return on Invested Capital,,0.1904,0.1258,0.1102,0.0846,0.0783,0.064,0.1292,0.0768,0.0327,
18169,NEWT,Return on Capital Employed,0.0278,0.1265,0.1058,0.1045,0.0841,0.0834,0.0621,0.1014,0.1065,0.1635,
18170,NEWT,Return on Tangible Assets,,0.0746,0.0483,0.0561,0.0392,0.0352,0.0252,0.0542,0.0191,0.021,
18171,NEWT,Income Quality Ratio,-3.616,-1.062,-0.3996,-1.7571,-2.0647,-2.1626,0.5284,1.6748,-1.9318,-1.872,
18172,NEWT,Net Income per EBT,0.4904,0.9766,0.8419,0.9471,0.9707,0.9286,1.0306,0.9845,0.8333,0.2935,
18173,NEWT,Free Cash Flow to Operating Cash Flow Ratio,1.0967,1.0028,1.0344,1.0065,1.0085,1.0014,0.9994,1.0,1.0002,1.0052,
18174,NEWT,EBT to EBIT Ratio,1.0,0.8496,0.7935,0.7831,0.6958,0.6845,0.646,0.8064,0.5956,0.6953,
18175,NEWT,EBIT to Revenue,0.0623,0.6906,0.6365,0.6865,0.6799,0.7289,0.6737,0.7173,0.619,0.8784,
18176,NEXT,Gross Margin,,,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
18177,NEXT,Operating Margin,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
18178,NEXT,Net Profit Margin,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
18179,NEXT,Interest Coverage Ratio,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-9.2575,-1.447,
18180,NEXT,Income Before Tax Profit Margin,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
18181,NEXT,Effective Tax Rate,-0.0,0.304,0.23,0.0097,-0.0009,-0.0262,0.5374,-0.1148,-0.0932,0.2679,
18182,NEXT,Return on Assets,,-0.0045,-0.0037,-0.3024,-0.2944,-0.1887,-0.0313,-0.116,-0.2457,-0.0892,
18183,NEXT,Return on Equity,,-0.0046,-0.0038,-0.3269,-0.3323,-0.2184,-0.0368,-0.1361,-0.2951,-0.3254,
18184,NEXT,Return on Invested Capital,,-0.0046,-0.0038,-0.3268,-0.3323,-0.2177,-0.0364,-0.1354,-0.2933,-0.1094,
18185,NEXT,Return on Capital Employed,-121.9749,-0.0029,-0.0046,-0.3312,-0.2672,-0.1797,-0.0729,-0.103,-0.1892,-0.0494,
18186,NEXT,Return on Tangible Assets,,-0.0043,-0.0036,-0.2813,-0.2642,-0.1661,-0.0273,-0.101,-0.2105,-0.0517,
18187,NEXT,Income Quality Ratio,0.7621,1.6486,1.1114,0.3632,0.5549,1.1346,1.8322,0.8149,0.6671,0.4537,
18188,NEXT,Net Income per EBT,1.0,0.7669,0.813,0.9904,1.0009,1.0262,0.4626,1.1148,1.0932,0.7321,
18189,NEXT,Free Cash Flow to Operating Cash Flow Ratio,1.1781,1.0765,41.1373,2.1561,1.8013,1.4988,2.2323,1.674,1.8422,24.8087,
18190,NEXT,EBT to EBIT Ratio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1058,1.618,
18191,NEXT,EBIT to Revenue,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
18192,NFBK,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9461,
18193,NFBK,Operating Margin,0.5598,0.569,0.5421,0.6282,0.7185,0.4188,0.3541,0.571,0.6389,0.2345,
18194,NFBK,Net Profit Margin,0.239,0.2171,0.2305,0.2055,0.3358,0.3178,0.2618,0.4154,0.3675,0.1707,
18195,NFBK,Interest Coverage Ratio,3.3566,2.7829,3.0229,3.309,2.4718,1.0656,1.412,6.0794,5.1473,1.5707,
18196,NFBK,Income Before Tax Profit Margin,0.3788,0.3502,0.351,0.4293,0.4164,0.4188,0.3541,0.571,0.5103,0.2345,
18197,NFBK,Effective Tax Rate,0.3691,0.3801,0.3434,0.5214,0.1938,0.2412,0.2606,0.2726,0.2798,0.2722,
18198,NFBK,Return on Assets,,0.0063,0.0074,0.0063,0.0095,0.0085,0.007,0.0129,0.0111,0.0067,
18199,NFBK,Return on Equity,,0.0339,0.0443,0.0393,0.0614,0.0591,0.051,0.0946,0.0848,0.0538,
18200,NFBK,Return on Invested Capital,,0.0285,0.0376,0.0368,0.0538,0.0465,0.0412,0.077,0.0679,0.0401,
18201,NFBK,Return on Capital Employed,0.0158,0.016,0.0187,0.0353,0.032,0.0317,0.0293,0.0414,0.0346,0.0261,
18202,NFBK,Return on Tangible Assets,,0.0035,0.004,0.0034,0.0052,0.0057,0.0062,0.0119,0.0075,0.0036,
18203,NFBK,Income Quality Ratio,1.2686,1.6543,1.4428,1.7613,1.3171,1.2713,1.4928,0.9166,1.3634,1.2454,
18204,NFBK,Net Income per EBT,0.6309,0.6199,0.6566,0.4786,0.8062,0.7588,0.7394,0.7274,0.7202,0.7278,
18205,NFBK,Free Cash Flow to Operating Cash Flow Ratio,0.9685,0.9752,0.9753,0.9527,0.9455,0.9292,0.9446,0.9747,0.9694,0.9232,
18206,NFBK,EBT to EBIT Ratio,0.6766,0.6154,0.6475,0.6834,0.5796,0.4984,0.5661,0.8537,0.7987,0.594,
18207,NFBK,EBIT to Revenue,0.5598,0.569,0.5421,0.6282,0.7185,0.8403,0.6254,0.6689,0.6389,0.3948,
18208,NGNE,Gross Margin,,,,,1.0,-inf,-inf,-inf,-inf,-inf,
18209,NGNE,Operating Margin,,,-inf,-inf,-0.941,-inf,-inf,-inf,-inf,-inf,
18210,NGNE,Net Profit Margin,,,-inf,-inf,-1.2634,-inf,-inf,-inf,-inf,-inf,
18211,NGNE,Interest Coverage Ratio,,,-37644.999,-12779.7498,-5881.0,-24103.0,-inf,-inf,-26660.5,-4360.0833,
18212,NGNE,Income Before Tax Profit Margin,,,-inf,-inf,-1.2634,-inf,-inf,-inf,-inf,-inf,
18213,NGNE,Effective Tax Rate,,,0.0,0.0,-0.0,-0.0024,0.0,-0.0003,0.0001,0.0004,
18214,NGNE,Return on Assets,,,,-0.3792,-0.3361,-0.6182,-0.1861,-0.3238,-0.5237,-0.2189,
18215,NGNE,Return on Equity,,,,-0.4121,-0.3682,-0.6479,-0.1999,-1.017,0.4645,-1.803,
18216,NGNE,Return on Invested Capital,,,,-0.412,-0.3681,-0.6442,-0.1922,-0.866,0.4847,-1.1863,
18217,NGNE,Return on Capital Employed,,,-0.2554,-0.505,-0.4327,-0.4869,-0.1642,-0.5572,-0.5379,-0.182,
18218,NGNE,Return on Tangible Assets,,,,-0.3511,-0.3091,-0.5912,-0.1741,-0.1926,-0.1675,-0.1165,
18219,NGNE,Income Quality Ratio,,,0.8169,0.8911,0.9997,0.2217,0.7385,0.9185,0.9571,1.4159,
18220,NGNE,Net Income per EBT,,,1.0,1.0,1.0,1.0024,1.0,1.0003,0.9999,0.9996,
18221,NGNE,Free Cash Flow to Operating Cash Flow Ratio,,,1.0236,1.011,1.0016,1.0571,1.0903,1.3959,1.0422,1.0062,
18222,NGNE,EBT to EBIT Ratio,,,1.0,1.0001,1.0001,1.0,1.0,1.0,1.0,1.0003,
18223,NGNE,EBIT to Revenue,,,-inf,-inf,-1.2632,-inf,-inf,-inf,-inf,-inf,
18224,NGS,Gross Margin,0.3333,0.318,0.251,0.1721,0.1487,0.1385,0.1091,0.0229,0.1692,0.2654,
18225,NGS,Operating Margin,0.2267,0.1579,0.1176,0.0231,0.0097,-0.0574,-0.0394,-0.1191,0.0051,0.0969,
18226,NGS,Net Profit Margin,0.1457,0.1058,0.0903,0.2933,0.0065,-0.1767,0.0266,-0.1268,-0.0067,0.0392,
18227,NGS,Interest Coverage Ratio,4349.3,2527.0,3778.25,1633.5,329.2464,1251.0,1608.5,258.0308,67.4368,9.3805,
18228,NGS,Income Before Tax Profit Margin,0.2285,0.1591,0.1181,0.0237,0.0115,-0.1856,-0.0438,-0.1627,-0.0005,0.0546,
